,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,name,match
134,21,WB,22-145,90,0,0,0,0,1,1,0,0,44,2,0,1,0.0,0.0,0.1,1,0,22,31,71.0,7,22,4,6,3,Zalewski Nicola,Poland-Netherlands-June-16-2024-European-Championship
135,19,WB,29-065,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,23,30,76.7,6,19,1,3,1,Frankowski Przemysław,Poland-Netherlands-June-16-2024-European-Championship
136,14,CB,24-122,90,0,0,0,0,2,2,0,0,53,5,2,3,0.1,0.1,0.0,1,0,29,40,72.5,1,15,1,0,0,Kiwior Jakub,Poland-Netherlands-June-16-2024-European-Championship
137,2,CB,33-046,85,0,0,0,0,1,0,0,0,47,3,2,1,0.0,0.0,0.0,0,0,28,33,84.8,0,11,0,0,0,Salamon Bartosz,Poland-Netherlands-June-16-2024-European-Championship
138,18,CB,31-340,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Bereszyński Bartosz,Poland-Netherlands-June-16-2024-European-Championship
139,5,CB,28-065,90,0,0,0,0,0,0,0,0,38,0,1,1,0.0,0.0,0.0,0,0,23,26,88.5,1,17,0,0,0,Bednarek Jan,Poland-Netherlands-June-16-2024-European-Championship
140,1,GK,34-059,90,0,0,0,0,0,0,0,0,35,0,0,1,0.0,0.0,0.0,1,0,16,31,51.6,0,20,0,0,0,Szczęsny Wojciech,Poland-Netherlands-June-16-2024-European-Championship
141,10,FW,30-124,80,0,0,0,0,4,0,0,0,38,0,0,1,0.3,0.3,0.1,5,0,21,24,87.5,4,27,2,6,2,Memphis,Poland-Netherlands-June-16-2024-European-Championship
142,9,FW,31-314,10,1,0,0,0,1,1,0,0,5,0,0,0,0.1,0.1,0.0,0,0,2,2,100.0,0,2,0,1,0,Weghorst Wout,Poland-Netherlands-June-16-2024-European-Championship
143,11,LW,25-040,80,1,0,0,0,5,2,0,0,46,2,0,1,0.4,0.4,0.3,3,0,27,34,79.4,2,32,6,7,5,Gakpo Cody,Poland-Netherlands-June-16-2024-European-Championship
144,12,RW,23-189,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,Frimpong Jeremie,Poland-Netherlands-June-16-2024-European-Championship
145,7,RW,21-056,61,0,0,0,0,3,0,0,0,39,0,1,3,0.1,0.1,0.3,5,0,23,27,85.2,2,22,2,1,0,Simons Xavi,Poland-Netherlands-June-16-2024-European-Championship
146,18,"RW,LW",25-159,29,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,2,0,13,17,76.5,2,13,4,2,2,Malen Donyell,Poland-Netherlands-June-16-2024-European-Championship
147,14,"AM,DM",25-323,90,0,0,0,0,4,0,0,0,55,1,0,1,0.2,0.2,0.0,3,1,41,46,89.1,4,37,5,2,0,Reijnders Tijjani,Poland-Netherlands-June-16-2024-European-Championship
148,16,DM,25-210,61,0,0,0,0,0,0,1,0,71,2,0,0,0.0,0.0,0.1,7,0,56,68,82.4,10,48,0,1,1,Veerman Joey,Poland-Netherlands-June-16-2024-European-Championship
149,8,AM,33-218,29,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,4,0,0,0,Wijnaldum Georginio,Poland-Netherlands-June-16-2024-European-Championship
150,24,DM,27-156,90,0,0,0,0,0,0,0,0,84,0,1,0,0.0,0.0,0.1,2,0,70,77,90.9,2,53,1,3,3,Schouten Jerdy,Poland-Netherlands-June-16-2024-European-Championship
151,5,LB,29-119,86,0,1,0,0,0,0,0,0,74,1,0,0,0.0,0.0,0.4,4,1,67,71,94.4,7,54,4,0,0,Aké Nathan,Poland-Netherlands-June-16-2024-European-Championship
152,15,LB,23-058,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Ven Micky van,Poland-Netherlands-June-16-2024-European-Championship
153,4,CB,32-344,90,0,0,0,0,1,1,0,0,83,1,0,1,0.0,0.0,0.0,3,0,67,73,91.8,4,55,0,0,0,van Dijk Virgil,Poland-Netherlands-June-16-2024-European-Championship
154,6,CB,32-132,90,0,0,0,0,1,0,0,0,77,4,0,0,0.1,0.1,0.0,1,1,68,72,94.4,6,52,1,0,0,Vrij Stefan,Poland-Netherlands-June-16-2024-European-Championship
155,22,RB,28-059,90,0,0,0,0,2,0,0,0,85,3,1,0,0.2,0.2,0.1,5,0,60,78,76.9,9,46,2,2,1,Dumfries Denzel,Poland-Netherlands-June-16-2024-European-Championship
156,1,GK,21-303,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,29,37,78.4,0,26,0,0,0,Verbruggen Bart,Poland-Netherlands-June-16-2024-European-Championship
157,11,FW,21-016,89,0,0,0,0,2,0,0,0,27,1,0,0,0.1,0.1,0.0,4,1,11,18,61.1,0,15,1,3,1,Šeško Benjamin,Slovenia-Denmark-June-16-2024-European-Championship
158,14,FW,35-158,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Kurtić Jasmin,Slovenia-Denmark-June-16-2024-European-Championship
159,9,FW,30-110,89,0,0,0,0,4,1,0,0,24,0,0,0,0.8,0.8,0.2,2,0,10,17,58.8,0,11,1,0,0,Šporar Andraž,Slovenia-Denmark-June-16-2024-European-Championship
160,23,FW,25-196,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,Brekalo David,Slovenia-Denmark-June-16-2024-European-Championship
161,17,"LM,RM",25-237,74,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,0,0,9,15,60.0,0,10,0,1,0,Mlakar Jan,Slovenia-Denmark-June-16-2024-European-Championship
162,19,RM,25-094,16,0,0,0,0,0,0,1,0,8,0,1,0,0.0,0.0,0.0,0,0,7,7,100.0,1,6,1,0,0,Celar Žan,Slovenia-Denmark-June-16-2024-European-Championship
163,10,CM,26-048,75,0,0,0,0,0,0,0,0,33,2,0,2,0.0,0.0,0.0,1,0,18,26,69.2,3,16,2,2,1,Elšnik Timi,Slovenia-Denmark-June-16-2024-European-Championship
164,5,CM,28-154,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,7,57.1,1,2,0,0,0,Gorenc Stanković Jon,Slovenia-Denmark-June-16-2024-European-Championship
165,22,CM,24-336,90,0,0,0,0,1,0,0,0,54,0,2,1,0.2,0.2,0.0,2,0,39,47,83.0,4,26,1,0,0,Gnezda Čerin Adam,Slovenia-Denmark-June-16-2024-European-Championship
166,20,RM,28-253,66,0,0,0,0,0,0,1,0,27,0,0,1,0.0,0.0,0.0,0,0,14,16,87.5,1,14,2,2,0,Stojanović Petar,Slovenia-Denmark-June-16-2024-European-Championship
167,7,LM,30-202,24,0,0,0,0,0,0,0,0,11,1,1,0,0.0,0.0,0.1,2,0,5,6,83.3,1,6,1,1,0,Verbič Benjamin,Slovenia-Denmark-June-16-2024-European-Championship
168,13,LB,30-361,90,1,0,0,0,3,1,0,0,57,1,2,1,0.0,0.0,0.5,5,0,30,44,68.2,5,26,0,0,0,Janža Erik,Slovenia-Denmark-June-16-2024-European-Championship
169,6,CB,25-132,90,0,0,0,0,0,0,0,0,55,5,4,2,0.0,0.0,0.0,1,0,31,36,86.1,1,28,0,0,0,Bijol Jaka,Slovenia-Denmark-June-16-2024-European-Championship
170,21,CB,24-230,90,0,0,0,0,0,0,0,0,39,4,0,0,0.0,0.0,0.0,0,0,26,31,83.9,1,20,0,0,0,Drkušič Vanja,Slovenia-Denmark-June-16-2024-European-Championship
171,2,RB,29-272,90,0,0,0,0,1,0,0,0,58,0,3,1,0.0,0.0,0.0,1,0,36,49,73.5,3,35,2,1,1,Karničnik Žan,Slovenia-Denmark-June-16-2024-European-Championship
172,1,GK,31-161,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,17,24,70.8,0,13,0,0,0,Oblak Jan,Slovenia-Denmark-June-16-2024-European-Championship
173,9,FW,21-133,82,0,0,0,0,1,1,0,0,26,0,0,0,0.3,0.3,0.0,1,0,15,17,88.2,3,16,0,4,0,Højlund Rasmus,Slovenia-Denmark-June-16-2024-European-Championship
174,20,FW,30-001,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,5,60.0,0,3,0,1,0,Poulsen Yussuf,Slovenia-Denmark-June-16-2024-European-Championship
175,19,FW,25-130,82,0,1,0,0,1,0,0,0,34,0,0,0,0.2,0.2,0.7,4,1,22,27,81.5,1,28,0,2,0,Wind Jonas,Slovenia-Denmark-June-16-2024-European-Championship
176,12,FW,26-254,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,Dolberg Kasper,Slovenia-Denmark-June-16-2024-European-Championship
177,10,AM,32-123,90,1,0,0,0,5,1,0,0,76,1,0,1,0.8,0.8,0.5,7,0,51,64,79.7,4,49,1,1,0,Eriksen Christian,Slovenia-Denmark-June-16-2024-European-Championship
178,23,CM,28-316,83,0,0,0,0,1,0,0,0,96,1,0,2,0.1,0.1,0.1,3,0,80,88,90.9,8,65,2,2,0,Højbjerg Pierre,Slovenia-Denmark-June-16-2024-European-Championship
179,15,CM,30-098,7,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,10,14,71.4,1,9,0,0,0,Nørgaard Christian,Slovenia-Denmark-June-16-2024-European-Championship
180,21,CM,24-357,88,0,0,0,0,1,1,1,0,84,1,1,2,0.0,0.0,0.0,1,0,68,75,90.7,7,55,0,2,0,Hjulmand Morten,Slovenia-Denmark-June-16-2024-European-Championship
181,8,CM,32-287,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0,Delaney Thomas,Slovenia-Denmark-June-16-2024-European-Championship
182,17,WB,21-183,77,0,0,0,0,1,0,0,0,65,2,0,1,0.0,0.0,0.3,2,0,44,56,78.6,0,42,1,1,1,Bernth Kristiansen Victor,Slovenia-Denmark-June-16-2024-European-Championship
183,5,WB,27-027,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,2,0,0,0,Mæhle Joakim,Slovenia-Denmark-June-16-2024-European-Championship
184,18,WB,26-190,90,0,0,0,0,1,0,0,0,68,0,2,0,0.1,0.1,0.0,5,1,50,62,80.6,11,43,0,0,0,Bah Alexander,Slovenia-Denmark-June-16-2024-European-Championship
185,3,CB,31-318,90,0,0,0,0,2,1,0,0,87,0,0,1,0.2,0.2,0.0,0,0,72,78,92.3,6,58,1,0,0,Vestergaard Jannik,Slovenia-Denmark-June-16-2024-European-Championship
186,6,CB,28-067,90,0,0,0,0,2,0,0,0,98,1,2,0,0.0,0.0,0.0,0,0,89,89,100.0,3,76,0,0,0,Christensen Andreas,Slovenia-Denmark-June-16-2024-European-Championship
187,2,CB,28-016,90,0,0,0,0,1,0,0,0,98,1,0,0,0.1,0.1,0.0,0,0,77,93,82.8,7,71,1,0,0,Andersen Joachim,Slovenia-Denmark-June-16-2024-European-Championship
188,1,GK,37-224,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,15,0,0,0,Schmeichel Kasper,Slovenia-Denmark-June-16-2024-European-Championship
189,9,FW,29-274,60,0,0,0,0,1,0,0,0,21,0,0,1,0.0,0.0,0.0,0,0,14,17,82.4,1,16,0,0,0,Mitrović Aleksandar,Serbia-England-June-16-2024-European-Championship
190,10,AM,35-209,30,0,0,0,0,0,0,1,0,16,0,0,0,0.0,0.0,0.0,0,0,9,14,64.3,2,12,0,1,1,Tadić Dušan,Serbia-England-June-16-2024-European-Championship
191,20,"AM,CM",29-110,90,0,0,0,0,1,0,0,0,65,1,0,1,0.0,0.0,0.0,2,0,48,57,84.2,4,50,2,1,1,Milinković-Savić Sergej,Serbia-England-June-16-2024-European-Championship
192,7,"FW,AM",24-140,90,0,0,0,0,2,1,0,0,13,0,0,0,0.1,0.1,0.0,1,0,3,7,42.9,1,7,1,1,1,Vlahović Dušan,Serbia-England-June-16-2024-European-Championship
193,6,CM,32-213,45,0,0,0,0,0,0,1,0,36,0,0,0,0.0,0.0,0.0,0,0,34,35,97.1,4,29,0,1,1,Gudelj Nemanja,Serbia-England-June-16-2024-European-Championship
194,17,CM,23-091,45,0,0,0,0,1,0,0,0,46,2,0,0,0.0,0.0,0.0,1,0,39,40,97.5,5,37,1,0,0,Ilić Ivan,Serbia-England-June-16-2024-European-Championship
195,22,CM,27-308,60,0,0,0,0,0,0,0,0,59,3,0,0,0.0,0.0,0.0,0,0,49,53,92.5,0,46,2,0,0,Lukić Saša,Serbia-England-June-16-2024-European-Championship
196,8,AM,26-176,30,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,0,1,1,Jović Luka,Serbia-England-June-16-2024-European-Championship
197,11,WB,31-228,42,0,0,0,0,0,0,0,0,19,1,0,1,0.0,0.0,0.0,0,0,8,15,53.3,0,8,0,0,0,Kostić Filip,Serbia-England-June-16-2024-European-Championship
198,25,WB,32-306,48,0,0,0,0,0,0,0,0,32,1,1,0,0.0,0.0,0.0,3,0,22,29,75.9,0,18,2,1,1,Mladenović Filip,Serbia-England-June-16-2024-European-Championship
199,14,WB,27-341,73,0,0,0,0,0,0,0,0,46,0,0,2,0.0,0.0,0.0,1,0,33,44,75.0,1,37,2,0,0,Živković Andrija,Serbia-England-June-16-2024-European-Championship
200,26,WB,26-103,17,0,0,0,0,1,0,0,0,9,0,2,0,0.0,0.0,0.0,0,0,2,5,40.0,0,5,1,0,0,Birmančević Veljko,Serbia-England-June-16-2024-European-Championship
201,2,CB,23-023,90,0,0,0,0,0,0,0,0,59,4,2,0,0.0,0.0,0.0,0,0,37,48,77.1,6,40,3,2,2,Pavlović Strahinja,Serbia-England-June-16-2024-European-Championship
202,4,CB,26-248,90,0,0,0,0,0,0,0,0,85,1,0,0,0.0,0.0,0.0,2,0,76,80,95.0,1,62,1,0,0,Milenković Nikola,Serbia-England-June-16-2024-European-Championship
203,13,CB,28-264,90,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0.0,0.0,0,0,65,69,94.2,9,59,1,0,0,Veljković Miloš,Serbia-England-June-16-2024-European-Championship
204,1,GK,28-229,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,19,29,65.5,0,21,0,0,0,Rajković Predrag,Serbia-England-June-16-2024-European-Championship
205,9,FW,30-324,90,0,0,0,0,1,1,0,0,17,0,0,1,0.2,0.2,0.0,1,0,9,12,75.0,0,14,1,1,1,Kane Harry,Serbia-England-June-16-2024-European-Championship
206,11,LW,24-019,90,0,0,0,0,0,0,0,0,63,0,1,0,0.0,0.0,0.0,1,0,49,57,86.0,4,36,0,1,0,Foden Phil,Serbia-England-June-16-2024-European-Championship
207,7,RW,22-285,75,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,29,35,82.9,2,25,4,7,3,Saka Bukayo,Serbia-England-June-16-2024-European-Championship
208,20,RW,27-179,15,0,0,0,0,0,0,0,0,12,1,1,1,0.0,0.0,0.2,1,0,5,6,83.3,0,6,1,0,0,Bowen Jarrod,Serbia-England-June-16-2024-European-Championship
